-0.939661,0.159432,-0.67238,0.971967,-1.094412,0.741869,1.225214,-1.085412,1.169889,-0.830991,-6.684572,-7.706929
1.45475,-0.500372,0.519389,-0.985472,0.650831,-0.980509,-1.462155,1.413206,-0.743517,0.656592,-8.901965,-23.396153
0.257544,0.25369,2.077857,0.087962,0.031551,0.604079,0.150267,0.044915,-0.205372,0.771022,-14.473598,-18.375686
1.243478,-1.348691,-1.039079,-1.174902,0.707129,-1.738355,-1.223277,1.948624,-1.162075,0.771022,-9.020144,-23.11033
0.750511,0.347948,1.802833,0.087962,0.594533,0.328499,-0.387207,0.877788,-1.042487,0.713807,-13.62589,-19.277762
-1.221357,0.065175,-1.130753,1.540256,-1.15071,0.466289,1.046056,-0.847448,1.767829,-0.716562,-5.58022,-6.543582
-0.305847,0.630721,-0.030658,1.287683,-0.925518,1.01745,1.284933,-0.787957,1.409065,-0.659347,-8.828514,-10.428347
-0.798814,0.819237,-0.397357,1.350826,-0.812921,1.01745,0.74746,-0.490503,0.57195,-0.773776,-8.82209,-10.295248
0.891359,1.761814,1.161111,0.466821,0.481937,0.672974,-0.028891,0.877788,-0.265166,0.771022,-14.8639,-18.260225
-1.080509,-1.537207,-0.67238,0.529964,-1.207009,-0.222662,1.464091,-1.144902,0.990508,-1.288709,-2.904631,-3.406729
-1.221357,0.25369,-0.489031,0.529964,-1.038114,0.535184,1.404372,-0.96643,0.631744,-0.888206,-7.741796,-9.034357
-0.869237,1.950329,0.152691,1.03511,-1.432201,1.844191,0.926617,-0.490503,0.930714,-0.544917,-11.311678,-13.268726
-0.305847,1.007752,2.077857,-0.101468,-0.306238,0.121813,-0.208049,0.461352,-0.324959,0.771022,-14.537761,-18.304429
-0.446694,0.724979,-0.030658,0.908824,-1.319605,1.01745,1.284933,-0.728466,1.648241,-0.830991,-5.886943,-6.767766
0.750511,0.913494,1.436135,-0.038324,0.650831,-1.118299,-0.685804,0.34237,-0.683723,0.370518,-13.416577,-19.27736
1.173054,0.065175,0.152691,-0.796043,0.36934,-1.324984,-1.04412,1.115751,-1.162075,0.484948,-11.149767,-21.40872
1.173054,0.630721,1.252786,-0.038324,0.256744,-0.704928,-0.924681,0.937279,-0.265166,0.484948,-11.873047,-20.782406
0.680087,0.347948,2.077857,-0.164611,-0.081045,0.672974,-0.088611,0.937279,-0.444547,-0.0872,-14.092061,-18.706177
-1.503052,0.065175,-0.67238,1.098253,-1.375903,0.672974,0.807179,-1.204393,1.528653,-1.345924,-4.837471,-5.736474
0.116696,1.573298,1.34446,0.340535,-0.024747,1.01745,0.030828,0.937279,0.87092,0.313304,-14.783299,-17.402535
0.680087,-0.406114,0.244365,-1.364332,1.495304,-1.118299,-0.924681,1.234733,-1.341457,1.514813,-6.554101,-25.428014
1.595597,0.159432,1.436135,-0.669756,0.763428,-0.980509,-0.685804,1.05626,-0.803311,0.427733,-11.703957,-20.962104
1.806869,-0.123341,1.069437,-0.669756,0.763428,-0.842718,-1.282997,1.115751,-1.221869,0.256089,-10.617013,-21.76211
-1.855171,-0.217599,-0.67238,0.84568,-0.925518,0.397394,1.464091,-1.561339,1.409065,-0.888206,-7.065645,-8.367859
0.680087,1.007752,2.261206,0.277392,0.538235,0.741869,0.508582,0.223388,0.930714,0.313304,-14.959775,-17.450373
-1.080509,0.065175,-0.489031,0.593108,-0.925518,0.948555,1.284933,-1.085412,1.289477,-1.288709,-6.713302,-7.948377
0.398392,-0.783145,-0.030658,-0.922329,1.044918,-0.704928,-1.103839,0.461352,-1.102281,1.629243,-3.760207,-27.828342
1.736445,-0.217599,0.611064,-1.238045,0.538235,-1.118299,-1.282997,1.234733,-1.221869,0.713807,-11.347781,-21.281812
1.173054,-0.971661,-0.489031,-0.922329,0.707129,-1.738355,-1.103839,1.829642,-1.341457,0.256089,-9.263446,-23.049977
1.313902,0.724979,0.977762,-1.490618,0.538235,-0.429348,-0.626084,0.461352,-0.444547,0.313304,-12.083711,-20.550908
0.327968,1.573298,-0.030658,0.151105,-0.53143,0.948555,0.508582,0.580333,-0.085784,0.256089,-13.6035,-16.006923
1.173054,-0.217599,-1.130753,-1.427475,0.819726,-1.049404,-1.462155,1.472697,-1.221869,0.885451,-7.81593,-24.334653
-1.080509,0.25369,-0.764055,1.22454,-1.038114,0.810764,0.68774,-0.847448,1.648241,-0.830991,-5.560035,-6.492207
2.01814,-0.217599,0.702738,-0.796043,0.98862,-0.429348,-1.282997,1.353715,-0.564135,0.942666,-10.594954,-21.890452
1.384326,0.347948,1.069437,0.024819,0.538235,-0.153767,-1.103839,0.937279,-0.623929,0.771022,-12.843706,-19.964916
-1.150933,0.442206,-1.039079,1.161396,-1.15071,-0.291557,1.284933,-1.144902,1.409065,-0.945421,-7.067672,-8.320208
1.595597,-0.500372,1.252786,-0.796043,1.044918,-0.704928,-0.745523,1.234733,-0.863105,0.370518,-10.187529,-22.283535
1.45475,-0.59463,-0.580706,-1.048616,1.382708,-0.842718,-0.924681,1.532187,-0.922899,1.285954,-6.993633,-25.04207
0.257544,-1.160176,0.33604,-1.490618,1.270111,-1.256089,-1.282997,0.461352,-1.162075,1.514813,-3.908288,-27.6072
-0.305847,0.819237,0.152691,1.161396,-0.869219,0.879659,0.986337,-1.025921,1.050302,-1.231494,-10.287604,-12.138673
-1.503052,0.347948,-0.764055,0.84568,-1.038114,0.259603,1.464091,-1.144902,0.452362,-1.17428,-7.785905,-9.065343
1.313902,-0.123341,1.619484,0.087962,0.087849,-0.360453,-0.745523,0.758806,-0.743517,0.427733,-12.020811,-20.675392
-0.869237,-0.217599,-0.489031,0.719394,-1.038114,0.190708,1.225214,-1.204393,0.27298,-1.403138,-3.357464,-3.905157
0.257544,-0.500372,-1.222428,-0.796043,1.833093,-1.66946,-0.9844,0.580333,-1.162075,1.343169,-5.00244,-26.751078
-0.024151,0.25369,-0.489031,0.782537,-0.981816,-0.084872,-0.14833,-0.490503,0.512156,-0.544917,-12.02685,-14.103089
-0.72839,0.630721,-0.305682,1.540256,-1.319605,0.397394,1.523811,-1.085412,0.631744,-0.659347,-7.88712,-9.331056
1.173054,-0.217599,1.436135,-0.417184,0.481937,-0.015977,-0.387207,0.937279,-1.102281,0.198874,-12.566831,-20.186338
1.736445,-0.783145,-0.030658,-1.174902,0.313042,-1.256089,-1.163558,1.472697,-1.401251,0.599377,-10.041116,-22.365893
0.468816,0.347948,1.711159,0.151105,0.200446,0.672974,0.329424,0.461352,0.392568,0.484948,-14.942467,-17.544134
-1.221357,-0.029083,-0.489031,0.593108,-1.375903,-0.429348,1.404372,-1.085412,0.751332,-0.888206,-3.563395,-4.232569
-0.939661,-0.59463,-1.039079,1.098253,-1.601096,0.328499,0.807179,-1.204393,1.169889,-1.002635,-1.384994,-1.608224
0.53924,-0.877403,-0.764055,-1.680048,1.157515,-0.704928,-1.282997,1.532187,-0.982693,0.427733,-8.982898,-23.273612
0.046273,-1.254434,-0.305682,-0.985472,1.833093,-1.187194,-1.04412,0.34237,-0.863105,1.343169,-4.817162,-26.905665
